frame_num,drill_jumbo_cx,drill_jumbo_cy,gunpowder_carrier_cx,gunpowder_carrier_cy,work platform_cx,work platform_cy,breaker_cx,breaker_cy,excavator_cx,excavator_cy,payloader_cx,payloader_cy,dump_truck_cx,dump_truck_cy,sprayer_cx,sprayer_cy,h_beam_holder_cx,h_beam_holder_cy,mixer_truck_cx,mixer_truck_cy,mortar_trolley_truck_cx,mortar_trolley_truck_cy,activity
1010,0.489453,0.566667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.788889,F
1011,0.490234,0.566667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.788889,F
1012,0.489844,0.566667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574219,0.788889,F
1013,0.490234,0.566667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.789583,F
1014,0.489844,0.565972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.788194,F
1015,0.489844,0.565972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.790278,F
1016,0.489844,0.566667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574219,0.788889,F
1017,0.489453,0.566667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574609,0.788889,F
1018,0.489453,0.566667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.788889,F
1019,0.490234,0.565278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.788889,F
1020,0.489453,0.566667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574219,0.788194,F
1021,0.491406,0.566667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.788889,F
1022,0.491016,0.566667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.788194,F
1023,0.490625,0.566667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574219,0.7875,F
1024,0.490625,0.565972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.7875,F
1025,0.490234,0.565972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.7875,F
1026,0.490625,0.566667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.7875,F
1027,0.491016,0.566667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.7875,F
1028,0.491406,0.565972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.786806,F
1029,0.491016,0.566667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.784722,F
1030,0.489844,0.565972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.785417,F
1031,0.490234,0.566667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.782639,F
1032,0.490234,0.567361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.785417,F
1033,0.489844,0.565972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.786806,F
1034,0.489844,0.567361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574219,0.7875,F
1035,0.490625,0.566667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.786806,F
1036,0.490625,0.566667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.786111,F
1037,0.489453,0.566667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573047,0.785417,F
1038,0.490234,0.567361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.786806,F
1039,0.489453,0.568056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.785417,F
1040,0.489844,0.568056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573047,0.785417,F
1041,0.489844,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573047,0.784722,F
1042,0.490234,0.568056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573047,0.782639,F
1043,0.489844,0.568056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572656,0.780556,F
1044,0.490234,0.568056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572656,0.78125,F
1045,0.489062,0.568056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572656,0.781944,F
1046,0.489453,0.568056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572656,0.784028,F
1047,0.489844,0.568056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573047,0.785417,F
1048,0.489062,0.568056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573047,0.784722,F
1049,0.489844,0.567361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573047,0.785417,F
1050,0.489844,0.568056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.785417,F
1051,0.489844,0.567361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573047,0.785417,F
1052,0.489844,0.567361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573047,0.786111,F
1053,0.489453,0.568056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573047,0.785417,F
1054,0.490234,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.7875,F
1055,0.489062,0.567361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572266,0.7875,F
1056,0.488672,0.568056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572266,0.786111,F
1057,0.489062,0.567361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571875,0.7875,F
1058,0.489453,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572266,0.786111,F
1059,0.489453,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572266,0.786111,F
1060,0.489844,0.568056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572266,0.7875,F
1061,0.489844,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572656,0.786111,F
1062,0.490234,0.568056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572656,0.7875,F
1063,0.490234,0.567361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572266,0.788194,F
1064,0.490625,0.567361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572266,0.802083,F
1065,0.490234,0.568056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.568359,0.827083,F
1066,0.490234,0.568056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55625,0.834028,F
1067,0.490625,0.568056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542188,0.845833,F
1068,0.490234,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1069,0.490625,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1070,0.490625,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1071,0.490234,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1072,0.489453,0.568056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1073,0.489062,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1074,0.489062,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1075,0.489062,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1076,0.489453,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1077,0.489453,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1078,0.489453,0.568056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1079,0.489453,0.567361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1080,0.489453,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1081,0.489062,0.568056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1082,0.489062,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1083,0.489453,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1084,0.489453,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1085,0.489453,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1086,0.489062,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1087,0.488281,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1088,0.488672,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1089,0.489453,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1090,0.489453,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1091,0.489062,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1092,0.489453,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1093,0.489062,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1094,0.489844,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1095,0.490234,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1096,0.490234,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1097,0.489844,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1098,0.489844,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1099,0.489844,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1100,0.489844,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1101,0.489453,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1102,0.489453,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1103,0.489844,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1104,0.489844,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1105,0.489453,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1106,0.489844,0.570833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1107,0.489453,0.570833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1108,0.489453,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1109,0.488672,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1110,0.489062,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1111,0.489453,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1112,0.489453,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1113,0.489062,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1114,0.489844,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1115,0.489844,0.570833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1116,0.489062,0.570833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1117,0.489453,0.570833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1118,0.489062,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1119,0.489844,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1120,0.489844,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1121,0.489844,0.570833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1122,0.489844,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1123,0.490234,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1124,0.490234,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1125,0.490234,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1126,0.490234,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1127,0.490234,0.570833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1128,0.489453,0.570833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1129,0.490234,0.570833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1130,0.490234,0.570833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1131,0.490234,0.570833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1132,0.489844,0.570833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1133,0.489844,0.570833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1134,0.490234,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1135,0.489453,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1136,0.489453,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1137,0.490234,0.570833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1138,0.490234,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1139,0.490234,0.570833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1140,0.490234,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1141,0.490234,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1142,0.490234,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1143,0.490234,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1144,0.490234,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1145,0.490234,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1146,0.490234,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1147,0.490234,0.570833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1148,0.490234,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1149,0.489453,0.570833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1150,0.490625,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1151,0.489844,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1152,0.490625,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1153,0.490625,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1154,0.490625,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1155,0.490234,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1156,0.490234,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1157,0.489844,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1158,0.490625,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1159,0.490625,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1160,0.490625,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1161,0.490625,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1162,0.491016,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1163,0.491016,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1164,0.490625,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1165,0.490234,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1166,0.491016,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1167,0.491016,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1168,0.490625,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1169,0.490234,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1170,0.490625,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1171,0.490234,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1172,0.489844,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1173,0.489844,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1174,0.490234,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1175,0.490234,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1176,0.490234,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1177,0.489844,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1178,0.489844,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1179,0.490234,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1180,0.490234,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1181,0.490625,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1182,0.490625,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1183,0.490234,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1184,0.491016,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1185,0.490625,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1186,0.490625,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1187,0.491016,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1188,0.491016,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1189,0.490234,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1190,0.490625,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1191,0.491016,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1192,0.490625,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1193,0.490625,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1194,0.490625,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1195,0.490625,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1196,0.490234,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1197,0.491016,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1198,0.490625,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1199,0.490625,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1200,0.489844,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1201,0.490234,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1202,0.490234,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1203,0.490234,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1204,0.491016,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1205,0.490625,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1206,0.490625,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1207,0.490625,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1208,0.490234,0.570833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1209,0.490234,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1210,0.490234,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1211,0.490234,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1212,0.490234,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1213,0.489453,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1214,0.489844,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1215,0.490234,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1216,0.490234,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1217,0.491016,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1218,0.490625,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1219,0.491406,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1220,0.490625,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1221,0.490625,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1222,0.491016,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1223,0.490625,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1224,0.490625,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1225,0.491016,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1226,0.491016,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1227,0.491016,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1228,0.490625,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1229,0.490625,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1230,0.490625,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1231,0.491016,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1232,0.491016,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1233,0.491016,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1234,0.491016,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1235,0.490234,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1236,0.490234,0.56875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1237,0.490234,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1238,0.490234,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1239,0.489844,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1240,0.489844,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1241,0.489844,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1242,0.490625,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1243,0.490234,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1244,0.490625,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1245,0.490234,0.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1246,0.489844,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1247,0.489453,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1248,0.489844,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1249,0.489844,0.570833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1250,0.489453,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1251,0.489062,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1252,0.489062,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1253,0.489062,0.570139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
